modernName,alternativeNames,state,country,latitude,longitude,ID,Type,AltID
Anfu County,安福县; Ānfú Xiàn,,China,27.35829974,114.442009,3820,County,Y_852
Ji'an County,吉安县; Jí'Ān Xiàn,,China,27.14041407,114.7393339,3821,County,Y_853
Jinggangshan City,井冈山市; Jǐnggāngshān Shì,,China,26.63318986,114.1120013,3822,County,Y_854
Jishui County,吉水县; Jíshuǐ Xiàn,,China,27.19808154,115.2415407,3823,County,Y_855
Jizhou District,吉州区; Jízhōu Qū,,China,40.00180426,117.4285064,3824,County,Y_856
Qingyuan District,青原区; Qīngyuán Qū,,China,38.71734827,115.4780067,3825,County,Y_857
Suichuan County,遂川县; Suìchuān Xiàn,,China,26.34036084,114.3572,3826,County,Y_858
Taihe County,泰和县; Tàihé Xiàn,,China,33.33357648,115.6342989,3827,County,Y_859
Qianshan District,千山区; Qiānshān Qū,,China,40.9847998,122.9324486,3828,County,Y_86
Wan'an County,万安县; Wàn'Ān Xiàn,,China,26.44208546,114.8106303,3829,County,Y_860
Xiajiang County,峡江县; Xiájiāng Xiàn,,China,27.58690837,115.2026828,3830,County,Y_861
Xingan County,新干县; Xīngān Xiàn,,China,27.73587234,115.4968673,3831,County,Y_862
Yongfeng County,永丰县; Yǒngfēng Xiàn,,China,27.09270374,115.5812712,3832,County,Y_863
Yongxin County,永新县; Yǒngxīn Xiàn,,China,26.97275085,114.177225,3833,County,Y_864
Changjiang District,昌江区; Chāngjiāng Qū,,China,29.23444271,117.1323784,3834,County,Y_865
Fuliang County,浮梁县; Fúliáng Xiàn,,China,29.5512459,117.2958273,3835,County,Y_866
Leping City,乐平市; Le Ping,,China,28.96632486,117.2609986,3836,County,Y_867
Zhushan District,珠山区; Zhūshān Qū,,China,29.29883867,117.2251373,3837,County,Y_868
Anyi County,安义县; Ānyì Xiàn,,China,28.83177959,115.5839645,3838,County,Y_869
Susong County,宿松县; Sùsōng Xiàn,,China,30.10416401,116.2431596,3839,County,Y_87
Donghu District,东湖区; Dōnghú Qū,,China,28.72340651,115.8984261,3840,County,Y_870
Jinxian County,进贤县; Jìnxián Xiàn,,China,28.43892879,116.304741,3841,County,Y_871
Nanchang County,南昌县; Nánchāng Xiàn,,China,28.61805609,116.0591295,3842,County,Y_872
Qingshanhu District,青山湖区; Qingshanhu Qū,,China,28.71972016,115.905309,3843,County,Y_873
Qingyunpu,青云谱区; Qīngyúnpǔ Qū,,China,28.62644958,115.9155123,3844,County,Y_874
Wanli District,湾里区; Wanli Qū,,China,28.7807448,115.7236199,3845,County,Y_875
Xihu District,西湖区; Xīhú Qū,,China,41.42199246,123.7090322,3846,County,Y_876
Xinjian District,新建区; Xīnjiàn Qū,,China,28.700247,115.802806,3847,County,Y_877
Anyuan District,安源区; Ānyuán Qū,,China,27.63441518,113.878406,3848,County,Y_878
Lianhua County,莲花县; Liánhuā Xiàn,,China,27.22013429,113.9452477,3849,County,Y_879
Taihu County,太湖县; Sùsōng Xiàn,,China,30.4973972,116.1703827,3850,County,Y_88
Luxi County,芦溪县; Lúxī Xiàn,,China,28.16145349,109.9913048,3851,County,Y_880
Shangli County,上栗县; Shànglì Xiàn,,China,27.82284667,113.8562947,3852,County,Y_881
Xiangdong District,湘东区; Xiāngdōng Qū,,China,27.51330386,113.7181517,3853,County,Y_882
Fenyi County,分宜县; Fēnyí Xiàn,,China,27.8419344,114.6669398,3854,County,Y_883
Yushui District,渝水区; Yúshuǐ Qū,,China,27.84791374,114.9963031,3855,County,Y_884
Fengcheng City,丰城市; Fēngchéng Shì,,China,40.58037753,124.0536888,3856,County,Y_885
Fengxin County,奉新县; Fèngxīn Xiàn,,China,28.71203056,115.1678044,3857,County,Y_886
Gao'an City,高安市; Gāoān Shì,,China,28.36168713,115.2925649,3858,County,Y_887
Jing'an County,靖安县; Jìngān Xiàn,,China,28.94293892,115.2258705,3859,County,Y_888
Shanggao County,上高县; Shànggāo Xiàn,,China,28.1959926,114.8486902,3860,County,Y_889
Tongcheng City,桐城市; Tóngchéng Shì,,China,31.0358,116.9367,3861,County,Y_89
Tonggu County,铜鼓县; Tónggǔ Xiàn,,China,28.61262076,114.3584016,3862,County,Y_890
Wanzai County,万载县; Wànzài Xiàn,,China,28.20699656,114.3251216,3863,County,Y_891
Yifeng County,宜丰县; Yífēng Xiàn,,China,28.45236646,114.7642539,3864,County,Y_892
Yuanzhou District,袁州区; Yuánzhōu Qū,,China,36.12613789,106.2563021,3865,County,Y_893
Zhangshu City,樟树市; Zhāngshù Shì,,China,27.99995177,115.4109583,3866,County,Y_894
Guixi City,贵溪市; Guìxī Shì,,China,28.18870656,117.1866051,3867,County,Y_895
Yuehu District,月湖区; Yuèhú Qū,,China,28.24440917,117.0461092,3868,County,Y_896
Yujiang County,余江区; Yújiāng Qū,,China,28.31565606,116.9084375,3869,County,Y_897
Chaisang District,柴桑区; Cháisāng Qū,,China,29.600385,115.791649,3870,County,Y_898
De'an County,德安县; Déān Xiàn,,China,29.40748183,115.6102647,3871,County,Y_899
Lixin County,利辛县; Lìxīn Xiàn,,China,33.15381833,116.1531999,3872,County,Y_9
Wangjiang County,望江县; Wàngjiāng Xiàn,,China,30.24072979,116.6779956,3873,County,Y_90
Duchang County,都昌县; Dūchāng Xiàn,,China,29.32870053,116.3293245,3874,County,Y_900
Gongqingcheng City,共青城市; Gòngqīngchéng Shì,,China,29.25300096,115.8236407,3875,County,Y_901
Hukou County,湖口县; Húkǒu Xiàn,,China,29.66544505,116.2816707,3876,County,Y_902
Lianxi District,濂溪区; Liánxī Qū,,China,29.6328122,116.0571295,3877,County,Y_903
Lushan City,庐山市; Lúshān Shì,,China,29.3765111,115.97239,3878,County,Y_904
Pengze County,彭泽县; Péngzé Xiàn,,China,29.8275284,116.6092272,3879,County,Y_905
Ruichang City,瑞昌市; Ruìchāng Shì,,China,29.62539979,115.4487144,3880,County,Y_906
Wuning County,武宁县; Wǔníng Xiàn,,China,29.26047283,115.0112317,3881,County,Y_907
Xiushui County,修水县; Xiūshuǐ Xiàn,,China,28.99676989,114.4341347,3882,County,Y_908
Xunyang District,浔阳区; Xúnyáng Qū,,China,29.6818553,115.9625326,3883,County,Y_909
Yingjiang District,迎江区; Yíngjiāng Qū,,China,30.55402478,117.1717286,3884,County,Y_91
Yongxiu County,永修县; Yǒngxiū Xiàn,,China,29.13409665,115.7314161,3885,County,Y_910
Dexing City,德兴市; Déxīng Shì,,China,28.93716158,117.7363605,3886,County,Y_911
Guangfeng County,广丰区; Guǎngfēng Xiàn,,China,28.36202576,118.2661829,3887,County,Y_912
Guangxin District,广信区; Guǎngxìn Qū,,China,28.39012,117.89225,3888,County,Y_913
Hengfeng County,横峰县; Héngfēng Xiàn,,China,28.5127714,117.6325819,3889,County,Y_914
Poyang County,鄱阳县; Póyáng Xiàn,,China,29.24060108,116.7795686,3890,County,Y_915
Wannian County,万年县; Wànnián Xiàn,,China,28.70142905,117.0031413,3891,County,Y_916
Wuyuan County,婺源县; Wùyuán Xiàn,,China,41.04003736,108.0661453,3892,County,Y_917
Xinzhou District,信州区; Xìnzhōu Qū,,China,30.80202554,114.7499234,3893,County,Y_918
Yanshan County,铅山县; Yánshān Xiàn,,China,37.95400943,117.2532373,3894,County,Y_919
Yixiu District,宜秀区; Yíxiù Qū,,China,30.65148616,117.0659228,3895,County,Y_92
Yiyang County,弋阳县; Yìyáng Xiàn,,China,34.47868689,112.0161219,3896,County,Y_920
Yugan County,余干县; Yúgān Xiàn,,China,28.6509663,116.6755204,3897,County,Y_921
Yushan County,玉山县; Yùshān Xiàn,,China,28.76123859,118.1549209,3898,County,Y_922
Haicheng City,海城市; Hǎichéng Shì,,China,40.82386925,122.7712572,3899,County,Y_923
Lishan District,立山区; Lìshān Qū,,China,41.11695694,123.0989006,3900,County,Y_924
Qianshan District,千山区; Qiānshān Qū,,China,40.9847998,122.9324486,3901,County,Y_925
Tai'an County,台安县; Tái'Ān Xiàn,,China,41.34030569,122.4324889,3902,County,Y_926
Tiedong District,铁东区; Tiědōng Qū,,China,43.05619911,124.5496723,3903,County,Y_927
Tiexi District,铁西区; Tiěxī Qū,,China,43.22190438,124.3574397,3904,County,Y_928
Xiuyan Manchu Autonomous County,岫岩满族自治县; Xiùyán Mǎnzú Zìzhìxiàn,,China,40.3950955,123.3335815,3905,County,Y_929
Yuexi County,岳西县; Yuèxī Xiàn,,China,30.89831892,116.207378,3906,County,Y_93
Benxi Manchu Autonomous County,本溪满族自治县; Běnxī Mǎnzú Zìzhìxiàn,,China,41.19761276,124.166056,3907,County,Y_930
Huanren Manchu Autonomous County,桓仁满族自治县; Huánrén Mǎnzú Zìzhì Xiàn,,China,41.25345878,125.2761855,3908,County,Y_931
Mingshan District,明山区; Míngshān Qū,,China,41.32334377,123.8687873,3909,County,Y_932
Nanfen District,南芬区; Nánfēn Qū,,China,41.09490528,123.8172414,3910,County,Y_933
Pingshan District,平山区; Píngshān Qū,,China,41.21902138,123.6955938,3911,County,Y_934
Xihu District,溪湖区; Xīhú Qū,,China,41.42199246,123.7090322,3912,County,Y_935
Changhai County,长海县; Chánghǎi Xiàn,,China,39.17966968,122.6603207,3913,County,Y_936
Ganjingzi District,甘井子区; Gānjǐngzi Qū,,China,38.9784098,121.5249561,3914,County,Y_937
Jinzhou District,金州区; Jīnzhōu Qū,,China,39.25061989,121.8478447,3915,County,Y_938
Lüshunkou District,旅顺口区; Lǚshùnkǒu Qū,,China,38.85842605,121.2518148,3916,County,Y_939
Dongzhi County,东至县; Dōngzhì Xiàn,,China,30.02849929,116.9929445,3917,County,Y_94
Pulandian District,普兰店区; Pǔlándiàn Shì,,China,39.60557122,122.281992,3918,County,Y_940
Shahekou District,沙河口区; Shāhékǒu Qū,,China,38.90589331,121.5648886,3919,County,Y_941
Wafangdian City,瓦房店市; Wǎfángdiàn Shì,,China,39.71232505,121.8193886,3920,County,Y_942
Xigang District,西岗区; Xīgǎng Qū,,China,38.9066508,121.6140726,3921,County,Y_943
Zhongshan District,中山区; Zhōngshān Qū,,China,38.89650647,121.677459,3922,County,Y_944
Zhuanghe City,庄河市; Zhuānghé Shì,,China,39.84498042,122.9273399,3923,County,Y_945
Donggang City,东港市; Dōnggǎng Shì,,China,39.96523895,123.8328015,3924,County,Y_946
Fengcheng City,凤城市; Fèngchéng Shì,,China,40.58037753,124.0536888,3925,County,Y_947
Kuandian Manchu Autonomous County,宽甸满族自治县; Kuāndiàn Mǎnzú Zìzhìxiàn,,China,40.75954181,124.9224021,3926,County,Y_948
Yuanbao District,元宝区; Yuánbăo Qū,,China,40.17719046,124.3181248,3927,County,Y_949
Guichi District,贵池区; Guìchí Qū,,China,30.503293,117.501179,3928,County,Y_95
Zhen'an District,振安区; Zhèn'Ān Qū,,China,40.24210736,124.2971766,3929,County,Y_950
Zhenxing District,振兴区; Zhènxīng Qū,,China,40.01620833,124.273682,3930,County,Y_951
Dongzhou District,东洲区; Dōngzhōu Qū,,China,41.93180229,124.1409957,3931,County,Y_952
Fushun County,抚顺县; Fǔshùn Xiàn,,China,41.67394067,124.1602707,3932,County,Y_953
Qingyuan Manchu Autonomous County,清原满族自治县; Qīngyuán Mǎnzú Zìzhì Xiàn,,China,42.1106061,124.9125492,3933,County,Y_954
Shuncheng District,顺城区; Shùnchéng Qū,,China,41.93962251,123.9020339,3934,County,Y_955
Wanghua District,望花区; Wànghuā Qū,,China,41.78552468,123.7920057,3935,County,Y_956
Xinbin Manchu Autonomous County,新宾满族自治县; Xīnbīn Mǎnzú Zìzhìxiàn,,China,41.62329406,124.828068,3936,County,Y_957
Xinfu District,新抚区; Xīnfǔ Qū,,China,41.80986881,123.9307566,3937,County,Y_958
Fuxin Mongol Autonomous County,阜新蒙古族自治县; Fùxīn Měnggǔzú Zìzhìxiàn,,China,42.1774886,121.7023125,3938,County,Y_959
Qingyang County,青阳县; Qīngyáng Xiàn,,China,30.59794931,117.8946561,3939,County,Y_96
Haizhou District,海州区; Hǎizhōu Qū,,China,41.9550548,121.6282392,3940,County,Y_960
Qinghemen District,清河门区; Qīnghémén Qū,,China,41.75043836,121.4300709,3941,County,Y_961
Taiping District,太平区; Tàipíng Qū,,China,41.99295623,121.728208,3942,County,Y_962
Xihe District,细河区; Xìhé Qū,,China,42.0339705,121.6141586,3943,County,Y_963
Xinqiu District,新邱区; Xīnqiū Qū,,China,42.05558777,121.8187491,3944,County,Y_964
Zhangwu County,彰武县; Zhāngwǔ Xiàn,,China,42.51635596,122.4610031,3945,County,Y_965
Jianchang County,建昌县; Jiànchāng Xiàn,,China,40.70858555,119.8223307,3946,County,Y_966
Lianshan District,连山区; Liánshān Qū,,China,40.8655395,120.6002357,3947,County,Y_967
Longgang District,龙港区; Lónggǎng Qū,,China,40.73119163,120.8907063,3948,County,Y_968
Nanpiao District,南票区; Nánpiào Qū,,China,41.03626,120.7689143,3949,County,Y_969
Shitai County,石台县; Shítái Xiàn,,China,30.19281821,117.5247422,3950,County,Y_97
Suizhong County,绥中县; Suízhōng Xiàn,,China,40.29615187,120.0179607,3951,County,Y_970
Xingcheng City,兴城市; Xīngchéng Shì,,China,40.58813053,120.4602333,3952,County,Y_971
Baita District,白塔区; Báitǎ Qū,,China,41.25912834,123.1767792,3953,County,Y_972
Dengta City,灯塔市; Dēngtǎ Shì,,China,41.41923818,123.3139997,3954,County,Y_973
Gongchangling District,弓长岭区; Gōngchánglǐng Qū,,China,41.14744418,123.4128939,3955,County,Y_974
Hongwei District,宏伟区; Hóngwěi Qū,,China,41.18283764,123.2202627,3956,County,Y_975
Liaoyang County,辽阳县; Liáoyáng Xiàn,,China,41.04342968,123.2020847,3957,County,Y_976
Taizihe District,太子河区; Tàizǐhé Qū,,China,41.31819733,123.0826142,3958,County,Y_977
Wensheng District,文圣区; Wénshèng Qū,,China,41.28005076,123.3333004,3959,County,Y_978
Dawa District,大洼区; Dàwā Qū,,China,40.90307155,122.0656319,3960,County,Y_979
Duji District,杜集区; Dùjí Qū,,China,34.052496,116.907146,3961,County,Y_98
Panshan County,盘山县; Pánshān Xiàn,,China,41.2212616,121.7217048,3962,County,Y_980
Shuangtaizi District,双台子区; Shuāngtáizi Qū,,China,41.19989136,122.0296195,3963,County,Y_981
Xinglongtai District,兴隆台区; Xīnglóngtái Qū,,China,41.0243567,121.7696586,3964,County,Y_982
Dadong District,大东区; Dàdōng Qū,,China,41.85898814,123.5061126,3965,County,Y_983
Faku County,法库县; Fǎkù Xiàn,,China,42.40598512,123.2330796,3966,County,Y_984
Heping District,和平区; Hépíng Qū,,China,41.74376723,123.3831479,3967,County,Y_985
Huanggu District,皇姑区; Huánggū Qū,,China,41.85707147,123.4196235,3968,County,Y_986
Hunnan District,浑南区; Húnnán Qū,,China,41.76202337,123.6212358,3969,County,Y_987
Kangping County,康平县; Kāngpíng Xiàn,,China,42.7559093,123.2610223,3970,County,Y_988
Liaozhong District,辽中区; Liáozhōng Qū,,China,41.55562823,122.7680886,3971,County,Y_989
Lieshan District,烈山区; Lièshān Qū,,China,33.82905194,116.8745321,3972,County,Y_99
Shenbei New District,沈北新区; Shěnběi Xīnqū,,China,42.03294593,123.4911822,3973,County,Y_990
Shenhe District,沈河区; Shěnhé Qū,,China,41.79200066,123.4938724,3974,County,Y_991
Sujiatun District,苏家屯区; Sūjiātún Qū,,China,41.58066501,123.4133995,3975,County,Y_992
Tiexi District,铁西区; Tiěxī Qū,,China,43.22190438,124.3574397,3976,County,Y_993
Xinmin City,新民市; Xīnmín Shì,,China,42.00690685,122.8522887,3977,County,Y_994
Yuhong District,于洪区; Yúhóng Qū,,China,41.9124496,123.2508051,3978,County,Y_995
Changtu County,昌图县; Chāngtú Xiàn,,China,42.99082327,123.9334269,3979,County,Y_996
Diaobingshan City,调兵山市; Diàobīngshān Shì,,China,42.43175318,123.5749509,3980,County,Y_997
Kaiyuan City,开原市; Kāiyuán Shì,,China,42.45995284,124.2703267,3981,County,Y_998
Qinghe District,清河区; Qīnghé Qū,,China,42.51802905,124.2650801,3982,County,Y_999
Ngawa Tibetan and Qiang Autonomous Prefecture,阿坝藏族羌族自治州; Ābà Zàngzú Qiāngzú Zìzhìzhōu,,China,32.39913967,102.6085495,3983,Prefecture,F_1
Baise City,百色市; Bǎisè Shì,,China,23.98575248,106.2867612,3984,Prefecture,F_10
Jilin City,吉林市; Jílín Shì,,China,43.57946415,126.8436474,3985,Prefecture,F_100
Jinzhong City,晋中市; Jìn Zhōng Shì,,China,37.32657784,112.9603413,3986,Prefecture,F_101
Jinan City,济南市; Jǐnán Shì,,China,36.63698099,117.215357,3987,Prefecture,F_102
Jincheng City,晋城市; Jìnchéng Shì,,China,35.61056325,112.7068441,3988,Prefecture,F_103
Jingdezhen,景德镇市; Jǐngdézhèn Shì,,China,29.30627789,117.2699495,3989,Prefecture,F_104
Jingzhou City,荆州市; Jīngzhōu Shì,,China,29.99678082,112.5676925,3990,Prefecture,F_105
Jinhua City,金华市; Jīnhuá Shì,,China,29.11629224,119.9505033,3991,Prefecture,F_106
Jining City,济宁市; Jìníng Shì,,China,35.37234314,116.7365543,3992,Prefecture,F_107
Jixi City,鸡西市; Jīxī Shì,,China,45.63069079,132.2814001,3993,Prefecture,F_108
Kaifeng City,开封市; Kāifēng Shì,,China,34.60465252,114.5340845,3994,Prefecture,F_109
Baishan City,白山市; Báishān Shì,,China,42.06833444,127.2843322,3995,Prefecture,F_11
Kizilsu Kirghiz Autonomous Prefecture,克孜勒苏柯尔克孜自治州; Kè Zī Lēi Sū Kē'Ěrkèzī Zìzhìzhōu,,China,39.65687633,75.94735941,3996,Prefecture,F_110
Kunming City,昆明市; Kūnmíng Shì,,China,25.3849055,102.8746902,3997,Prefecture,F_111
Laibin City,来宾市; Láibīn Shì,,China,23.85562091,109.41178,3998,Prefecture,F_112
Lanzhou City,兰州市; Lánzhōu Shì,,China,36.3533965,103.6395102,3999,Prefecture,F_113
Lhasa City,拉萨市; Lāsà Shì,,China,30.03741041,91.08931439,4000,Prefecture,F_114
Lianyungang City,连云港市; Liányúngǎng Shì,,China,34.53595958,119.1336205,4001,Prefecture,F_115
Liaoyang City,辽阳市; Liáoyáng Shì,,China,41.18120013,123.2464574,4002,Prefecture,F_116
Liaoyuan City,辽源市; Liáoyuán Shì,,China,42.81083403,125.3053729,4003,Prefecture,F_117
Lijiang City,丽江市; Lìjiāng Shì,,China,26.94066666,100.5239344,4004,Prefecture,F_118
Lincang City,临沧市; Lín Cāng Shì,,China,23.93985409,99.67370811,4005,Prefecture,F_119
Baiyin City,白银市; Báiyín Shì,,China,36.61177413,104.6213649,4006,Prefecture,F_12
Linfen City,临汾市; Línfén Shì,,China,36.2271678,111.3770261,4007,Prefecture,F_120
Linxia Hui Autonomous Prefecture,临夏回族自治州; Línxià Huízú Zìzhìzhōu,,China,35.62141492,103.2864302,4008,Prefecture,F_121
Linyi City,临沂市; Línyí Shì,,China,35.30930675,118.2798758,4009,Prefecture,F_122
Nyingchi City,林芝市; Línzhī Shì,,China,29.51488936,95.16922047,4010,Prefecture,F_123
Lishui City,丽水市; Lìshuǐ Shì,,China,28.1984745,119.5111029,4011,Prefecture,F_124
Lu'an City,六安市; Liù Ān Shì,,China,31.6606604,116.2292444,4012,Prefecture,F_125
Liuzhou City,柳州市; Liǔzhōu Shì,,China,24.94913397,109.3691467,4013,Prefecture,F_126
Longnan City,陇南市; Lǒngnán Shì,,China,33.59801799,105.2202917,4014,Prefecture,F_127
Longyan City,龙岩市; Lóngyán Shì,,China,25.29120704,116.7383496,4015,Prefecture,F_128
Loudi City,娄底市; Lóudǐ Shì,,China,27.7399401,111.6130602,4016,Prefecture,F_129
Bengbu City,蚌埠市; Bàngbù Shì,,China,33.10828623,117.3230103,4017,Prefecture,F_13
Lüliang City,吕梁市; Lǚliáng Shì,,China,37.67870161,111.2621279,4018,Prefecture,F_130
Luoyang City,洛阳市; Luòyáng Shì,,China,34.29068777,112.0302782,4019,Prefecture,F_131
Luzhou City,泸州市; Lúzhōu Shì,,China,28.44086274,105.6656549,4020,Prefecture,F_132
Maoming City,茂名市; Màomíng Shì,,China,22.01513345,110.9530196,4021,Prefecture,F_133
Meizhou City,梅州市; Méizhōu Shì,,China,24.20288669,116.079329,4022,Prefecture,F_134
Mianyang City,绵阳市; Miányáng Shì,,China,31.84900791,104.702206,4023,Prefecture,F_135
Mudanjiang City,牡丹江市; Mǔdānjiāng Shì,,China,44.59646175,129.8889054,4024,Prefecture,F_136
Nanchang City,南昌市; Nánchāng Shì,,China,28.64925199,116.0193805,4025,Prefecture,F_137
Nanchong City,南充市; Nánchōng Shì,,China,31.19593381,106.2028157,4026,Prefecture,F_138
Nanjing City,南京市; Nánjīng Shì,,China,31.92708358,118.8430861,4027,Prefecture,F_139
Baoding City,保定市; Bǎodìng Shì,,China,39.0205185,115.1712272,4028,Prefecture,F_14
Nanning City,南宁市; Nánníng Shì,,China,23.0572801,108.4641056,4029,Prefecture,F_140
Nanping City,南平市; Nánpíng Shì,,China,27.33871231,118.1428944,4030,Prefecture,F_141
Nantong City,南通市; Nántōng Shì,,China,32.18057345,121.0370191,4031,Prefecture,F_142
Nagqu City,那曲市; Nàqū Shì,,China,32.73659547,89.25678758,4032,Prefecture,F_143
Neijiang City,内江市; Nèijiāng Shì,,China,29.64149417,104.9078651,4033,Prefecture,F_144
Ningbo City,宁波市; Níngbō Shì,,China,29.67528954,121.5735209,4034,Prefecture,F_145
Ningde City,宁德市; Níngdé Shì,,China,26.9481307,119.5371974,4035,Prefecture,F_146
Nujiang Lisu Autonomous Prefecture,怒江傈僳族自治州; Nùjiāng Lìsù Zú Zìzhìzhōu,,China,26.95927001,98.86974312,4036,Prefecture,F_147
Panjin City,盘锦市; Pánjǐn Shì,,China,41.07588441,121.9989203,4037,Prefecture,F_148
Panzhihua City,攀枝花市; Pānzhīhuā Shì,,China,26.80753026,101.7295316,4038,Prefecture,F_149
Baoji City,宝鸡市; Bǎojī Shì,,China,34.37923414,107.199068,4039,Prefecture,F_15
Pingdingshan City,平顶山市; Píngdǐngshān Shì,,China,33.79527849,113.0113803,4040,Prefecture,F_150
Pingxiang City,萍乡市; Píngxiāng Shì,,China,27.51381485,113.9010795,4041,Prefecture,F_151
Pu'er City,普洱市; Pǔ'Ěr Shì,,China,23.18825017,100.7204369,4042,Prefecture,F_152
Putian City,莆田市; Pútián Shì,,China,25.44734671,118.8917462,4043,Prefecture,F_153
Puyang City,濮阳市; Púyáng Shì,,China,35.80677044,115.277799,4044,Prefecture,F_154
Qitaihe City,七台河市; Qī Tái Hé Shì,,China,45.88265046,130.9335846,4045,Prefecture,F_155
Qianxinan BuyeiandMiao Autonomous Prefecture,黔西南布依族苗族自治州; Qián Xīnán Bùyī Zú Miáozú Zìzhìzhōu,,China,25.26539545,105.4647885,4046,Prefecture,F_156
Qingyang City,庆阳市; Qìng Yáng Shì,,China,36.16243094,107.5906821,4047,Prefecture,F_157
Qingdao City,青岛市; Qīngdǎo Shì,,China,36.45174042,120.1421513,4048,Prefecture,F_158
Qingyuan City,清远市; Qīngyuǎn Shì,,China,24.31360306,112.8733943,4049,Prefecture,F_159
Baoshan City,保山市; Bǎoshān Shì,,China,24.97662183,98.97133071,4050,Prefecture,F_16
Qinhuangdao City,秦皇岛市; Qínhuángdǎo Shì,,China,40.08802853,119.1854688,4051,Prefecture,F_160
Qiqihar City,齐齐哈尔市; Qíqíhā'Ěr Shì,,China,47.69776663,124.5428369,4052,Prefecture,F_161
Qujing City,曲靖市; Qūjìng Shì,,China,25.70442365,103.9382154,4053,Prefecture,F_162
Quzhou City,衢州市; Qúzhōu Shì,,China,28.9344793,118.6746811,4054,Prefecture,F_163
Xigazê City,日喀则市; Rìkāzé Shì,,China,29.49801545,86.47376914,4055,Prefecture,F_164
Rizhao City,日照市; Rìzhào Shì,,China,35.58308101,119.1364894,4056,Prefecture,F_165
Sanmenxia City,三门峡市; Sānménxiá Shì,,China,34.36082193,111.1059257,4057,Prefecture,F_166
Sanming City,三明市; Sānmíng Shì,,China,26.29865697,117.3946375,4058,Prefecture,F_167
Sanya City,三亚市; Sānyà Shì,,China,18.36374308,109.4175353,4059,Prefecture,F_168
Shangqiu City,商丘市; Shāngqiū Shì,,China,34.28925866,115.697404,4060,Prefecture,F_169
Baotou City,包头市; Bāotóu Shì,,China,41.5537352,110.2581118,4061,Prefecture,F_17
Shantou City,汕头市; Shàntóu Shì,,China,23.33341879,116.5836979,4062,Prefecture,F_170
Shanwei City,汕尾市; Shànwěi Shì,,China,23.01183162,115.5306455,4063,Prefecture,F_171
Shaoguan City,韶关市; Sháoguān Shì,,China,24.82072024,113.7726631,4064,Prefecture,F_172
Shaoxing City,绍兴市; Shàoxīng Shì,,China,29.73509261,120.6347825,4065,Prefecture,F_173
Shaoyang City,邵阳市; Shàoyáng Shì,,China,26.91356737,110.8742997,4066,Prefecture,F_174
Shenyang City,沈阳市; Shěnyáng Shì,,China,42.09411188,123.1375243,4067,Prefecture,F_175
Shijiazhuang City,石家庄市; Shíjiāzhuāng Shì,,China,38.13052704,114.4401122,4068,Prefecture,F_176
Shizuishan City,石嘴山市; Shízuǐshān Shì,,China,39.00627952,106.512798,4069,Prefecture,F_177
Shuangyashan City,双鸭山市; Shuāngyāshān Shì,,China,46.68722842,132.5340255,4070,Prefecture,F_178
Shuozhou City,朔州市; Shuò Zhōu Shì,,China,39.61629289,112.6419509,4071,Prefecture,F_179
Beihai City,北海市; Běihǎi Shì,,China,21.67311632,109.3313852,4072,Prefecture,F_18
Siping City,四平市; Sìpíng Shì,,China,43.57024841,124.466526,4073,Prefecture,F_180
Songyuan City,松原市; Sōngyuán Shì,,China,44.80043332,124.4761279,4074,Prefecture,F_181
Suihua City,绥化市; Suīhuà Shì,,China,46.89394933,126.6455607,4075,Prefecture,F_182
Suining City,遂宁市; Suìníng Shì,,China,30.63080607,105.4708785,4076,Prefecture,F_183
Suizhou City,随州市; Suízhōu Shì,,China,31.82922192,113.4235408,4077,Prefecture,F_184
Suqian City,宿迁市; Sùqiān Shì,,China,33.78417796,118.5217988,4078,Prefecture,F_185
Suzhou City,宿州市; Sùzhōu Shì,,China,33.8606366,117.2108261,4079,Prefecture,F_186
Suzhou City,苏州市; Sūzhōu Shì,,China,33.8606366,117.2108261,4080,Prefecture,F_187
Tai'an City,泰安市; Tài'Ān Shì,,China,36.00287066,117.0253311,4081,Prefecture,F_188
Taiyuan City,太原市; Tàiyuán Shì,,China,37.95860717,112.3142659,4082,Prefecture,F_189
Benxi City,本溪市; Běnxī Shì,,China,41.22876356,124.5683331,4083,Prefecture,F_19
Taizhou City,台州市; Táizhōu Shì,,China,32.57180953,120.0558136,4084,Prefecture,F_190
Taizhou City,泰州市; Tàizhōu Shì,,China,32.57180953,120.0558136,4085,Prefecture,F_191
Tianshui City,天水市; Tiānshuǐ Shì,,China,34.64888736,105.7356102,4086,Prefecture,F_192
Tieling City,铁岭市; Tiělǐng Shì,,China,42.64374777,124.1708437,4087,Prefecture,F_193
Tongchuan City,铜川市; Tóngchuān Shì,,China,35.19867422,109.0367533,4088,Prefecture,F_194
Tonghua City,通化市; Tōnghuà Shì,,China,41.95442445,125.9496881,4089,Prefecture,F_195
Tongliao City,通辽市; Tōngliáo Shì,,China,43.82045596,121.5654987,4090,Prefecture,F_196
Tongling City,铜陵市; Tónglíng Shì,,China,30.88476015,117.5554746,4091,Prefecture,F_197
Tongren City,铜仁市; Tóngrén Shì,,China,27.97055459,108.5438113,4092,Prefecture,F_198
Turpan City,吐鲁番市; Tǔlǔfān Shì,,China,42.39196531,89.81558638,4093,Prefecture,F_199
Alxa League,阿拉善盟; Ālā Shàn Méng,,China,40.49633918,102.4540985,4094,Prefecture,F_2
